dataset,tipo,tecnica,densidad,riesgo,pureza,n_train,n_test,n_features,es_grande,cv_splits,modelo,mejor_configuracion,cv_f1_macro,cv_balanced_accuracy,cv_mcc,cv_cohen_kappa,test_f1_macro,test_balanced_accuracy,test_mcc,test_cohen_kappa,search_time_sec,n_jobs_search,halving_n_resources,halving_n_candidates
heart,aumentado,pcsmote,50,50,proporcion,302,61,13,False,5,LogisticRegression,"{'classifier__C': np.float64(0.006690421166498805), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear', 'classifier__tol': np.float64(3.8234752246751835e-05)}",0.40764033134477895,,,,0.249727047146402,0.2787878787878788,0.32162602273470997,0.31317764804003334,6.729,2,"[30, 90, 270]","[10, 4, 2]"
heart,aumentado,pcsmote,50,75,entropia,547,61,13,False,5,LogisticRegression,"{'classifier__C': np.float64(0.4689400963537689), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(5.4041038546473305e-05)}",0.4566139414596909,,,,0.32785939015447213,0.3974025974025974,0.3535545477023015,0.3384972889233152,1.319,2,"[54, 162, 486]","[10, 4, 2]"
heart,aumentado,pcsmote,50,75,proporcion,302,61,13,False,5,LogisticRegression,"{'classifier__C': np.float64(9.877700294007917), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(2.3270677083837777e-05)}",0.349556985657416,,,,0.2605349439171699,0.26753246753246757,0.24681266981745878,0.24046692607003883,8.837,2,"[30, 90, 270]","[10, 4, 2]"
heart,aumentado,pcsmote,75,25,entropia,547,61,13,False,5,LogisticRegression,"{'classifier__C': np.float64(9.877700294007917), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(2.3270677083837777e-05)}",0.46937522882129806,,,,0.33739812309104433,0.3385281385281385,0.26949457847421543,0.25892179195140475,1.002,2,"[54, 162, 486]","[10, 4, 2]"
heart,aumentado,pcsmote,75,25,proporcion,302,61,13,False,5,LogisticRegression,"{'classifier__C': np.float64(0.006690421166498805), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear', 'classifier__tol': np.float64(3.8234752246751835e-05)}",0.4075284391242657,,,,0.249727047146402,0.2787878787878788,0.32162602273470997,0.31317764804003334,6.271,2,"[30, 90, 270]","[10, 4, 2]"
heart,aumentado,pcsmote,75,50,entropia,547,61,13,False,5,LogisticRegression,"{'classifier__C': np.float64(0.4689400963537689), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(5.4041038546473305e-05)}",0.4552158180044552,,,,0.311687306501548,0.3445887445887446,0.28970261230514216,0.27824427480916025,0.968,2,"[54, 162, 486]","[10, 4, 2]"
heart,aumentado,pcsmote,75,50,proporcion,302,61,13,False,5,LogisticRegression,"{'classifier__C': np.float64(0.006690421166498805), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear', 'classifier__tol': np.float64(3.8234752246751835e-05)}",0.40764033134477895,,,,0.249727047146402,0.2787878787878788,0.32162602273470997,0.31317764804003334,6.711,2,"[30, 90, 270]","[10, 4, 2]"
heart,aumentado,pcsmote,75,75,entropia,547,61,13,False,5,LogisticRegression,"{'classifier__C': np.float64(0.4689400963537689), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(5.4041038546473305e-05)}",0.4566139414596909,,,,0.32785939015447213,0.3974025974025974,0.3535545477023015,0.3384972889233152,1.17,2,"[54, 162, 486]","[10, 4, 2]"
heart,aumentado,pcsmote,75,75,proporcion,302,61,13,False,5,LogisticRegression,"{'classifier__C': np.float64(9.877700294007917), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(2.3270677083837777e-05)}",0.349556985657416,,,,0.2605349439171699,0.26753246753246757,0.24681266981745878,0.24046692607003883,8.64,2,"[30, 90, 270]","[10, 4, 2]"
shuttle,aumentado,pcsmote,25,25,entropia,211519,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.9788062136096136,,,,0.7273241748726557,0.9684718949797746,0.8369529229228303,0.8245894839589959,307.585,1,"[21151, 63453, 190359]","[10, 4, 2]"
shuttle,aumentado,pcsmote,25,25,proporcion,131164,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.7838789621917938,,,,0.6532050676727119,0.8682426280940885,0.8094864507793285,0.7928865306810351,811.611,1,"[13116, 39348, 118044]","[10, 4, 2]"
shuttle,aumentado,pcsmote,25,50,entropia,211519,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.9766659553207986,,,,0.7232173318940784,0.9642877488074261,0.8363321892827617,0.8239662376118893,300.144,1,"[21151, 63453, 190359]","[10, 4, 2]"
shuttle,aumentado,pcsmote,25,50,proporcion,131164,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.7368367451031699,,,,0.6054715238774265,0.827068701071949,0.7641205970536241,0.7449526617982918,759.011,1,"[13116, 39348, 118044]","[10, 4, 2]"
shuttle,aumentado,pcsmote,25,75,entropia,211519,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.9768681972878148,,,,0.7238494875831555,0.9646030002881829,0.839027922392037,0.8270563878862436,298.209,1,"[21151, 63453, 190359]","[10, 4, 2]"
shuttle,aumentado,pcsmote,25,75,proporcion,131164,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.717725152384872,,,,0.6164109703487031,0.8289694534392693,0.7674135439215535,0.7476583745693723,872.678,1,"[13116, 39348, 118044]","[10, 4, 2]"
shuttle,aumentado,pcsmote,50,25,entropia,211519,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.9788062136096136,,,,0.7273241748726557,0.9684718949797746,0.8369529229228303,0.8245894839589959,297.926,1,"[21151, 63453, 190359]","[10, 4, 2]"
shuttle,aumentado,pcsmote,50,25,proporcion,131164,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.7838789621917938,,,,0.6532050676727119,0.8682426280940885,0.8094864507793285,0.7928865306810351,801.163,1,"[13116, 39348, 118044]","[10, 4, 2]"
shuttle,aumentado,pcsmote,50,50,entropia,211519,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.9766659553207986,,,,0.7232173318940784,0.9642877488074261,0.8363321892827617,0.8239662376118893,299.706,1,"[21151, 63453, 190359]","[10, 4, 2]"
shuttle,aumentado,pcsmote,50,50,proporcion,131164,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.7368367451031699,,,,0.6054715238774265,0.827068701071949,0.7641205970536241,0.7449526617982918,758.295,1,"[13116, 39348, 118044]","[10, 4, 2]"
shuttle,aumentado,pcsmote,50,75,entropia,211519,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.9768681972878148,,,,0.7238494875831555,0.9646030002881829,0.839027922392037,0.8270563878862436,300.912,1,"[21151, 63453, 190359]","[10, 4, 2]"
shuttle,aumentado,pcsmote,50,75,proporcion,131164,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.717725152384872,,,,0.6164109703487031,0.8289694534392693,0.7674135439215535,0.7476583745693723,872.551,1,"[13116, 39348, 118044]","[10, 4, 2]"
shuttle,aumentado,pcsmote,75,25,entropia,211519,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.9788062136096136,,,,0.7273241748726557,0.9684718949797746,0.8369529229228303,0.8245894839589959,294.919,1,"[21151, 63453, 190359]","[10, 4, 2]"
shuttle,aumentado,pcsmote,75,25,proporcion,131164,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.7838789621917938,,,,0.6532050676727119,0.8682426280940885,0.8094864507793285,0.7928865306810351,796.415,1,"[13116, 39348, 118044]","[10, 4, 2]"
shuttle,aumentado,pcsmote,75,50,entropia,211519,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.9766659553207986,,,,0.7232173318940784,0.9642877488074261,0.8363321892827617,0.8239662376118893,298.062,1,"[21151, 63453, 190359]","[10, 4, 2]"
shuttle,aumentado,pcsmote,75,50,proporcion,131164,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.7368367451031699,,,,0.6054715238774265,0.827068701071949,0.7641205970536241,0.7449526617982918,755.723,1,"[13116, 39348, 118044]","[10, 4, 2]"
shuttle,aumentado,pcsmote,75,75,entropia,211519,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(2.1368329072358767), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00026587543983272726)}",0.9768681972878148,,,,0.7238494875831555,0.9646030002881829,0.839027922392037,0.8270563878862436,297.6,1,"[21151, 63453, 190359]","[10, 4, 2]"
shuttle,aumentado,pcsmote,75,75,proporcion,131164,11600,9,True,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.717725152384872,,,,0.6164109703487031,0.8289694534392693,0.7674135439215535,0.7476583745693723,892.749,1,"[13116, 39348, 118044]","[10, 4, 2]"
wdbc,aumentado,pcsmote,25,25,entropia,513,114,30,False,5,LogisticRegression,"{'classifier__C': np.float64(9.877700294007917), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(2.3270677083837777e-05)}",0.9690230083146151,,,,0.9715828832571666,0.9692460317460317,0.9433397594898876,0.9431704885343968,12.694,2,"[51, 153, 459]","[10, 4, 2]"
wdbc,aumentado,pcsmote,25,25,proporcion,455,114,30,False,5,LogisticRegression,"{'classifier__C': np.float64(0.4689400963537689), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(5.4041038546473305e-05)}",0.9760678085122771,,,,0.9811507936507937,0.9811507936507937,0.9623015873015873,0.9623015873015873,2.047,2,"[45, 135, 405]","[10, 4, 2]"
wdbc,aumentado,pcsmote,25,50,entropia,513,114,30,False,5,LogisticRegression,"{'classifier__C': np.float64(0.4042872735027334), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear', 'classifier__tol': np.float64(0.0008706020878304854)}",0.9733827485353143,,,,0.9811507936507937,0.9811507936507937,0.9623015873015873,0.9623015873015873,5.954,2,"[51, 153, 459]","[10, 4, 2]"
wdbc,aumentado,pcsmote,25,50,proporcion,455,114,30,False,5,LogisticRegression,"{'classifier__C': np.float64(0.4689400963537689), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(5.4041038546473305e-05)}",0.9760678085122771,,,,0.9811507936507937,0.9811507936507937,0.9623015873015873,0.9623015873015873,2.113,2,"[45, 135, 405]","[10, 4, 2]"
wdbc,aumentado,pcsmote,25,75,entropia,513,114,30,False,5,LogisticRegression,"{'classifier__C': np.float64(0.4689400963537689), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(5.4041038546473305e-05)}",0.9733840197524739,,,,0.9811507936507937,0.9811507936507937,0.9623015873015873,0.9623015873015873,7.058,2,"[51, 153, 459]","[10, 4, 2]"
wdbc,aumentado,pcsmote,25,75,proporcion,455,114,30,False,5,LogisticRegression,"{'classifier__C': np.float64(0.4689400963537689), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(5.4041038546473305e-05)}",0.9760678085122771,,,,0.9811507936507937,0.9811507936507937,0.9623015873015873,0.9623015873015873,2.505,2,"[45, 135, 405]","[10, 4, 2]"
wdbc,aumentado,pcsmote,50,25,entropia,513,114,30,False,5,LogisticRegression,"{'classifier__C': np.float64(9.877700294007917), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(2.3270677083837777e-05)}",0.9690230083146151,,,,0.9715828832571666,0.9692460317460317,0.9433397594898876,0.9431704885343968,7.742,2,"[51, 153, 459]","[10, 4, 2]"
wdbc,aumentado,pcsmote,50,25,proporcion,455,114,30,False,5,LogisticRegression,"{'classifier__C': np.float64(0.4689400963537689), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(5.4041038546473305e-05)}",0.9760678085122771,,,,0.9811507936507937,0.9811507936507937,0.9623015873015873,0.9623015873015873,2.027,2,"[45, 135, 405]","[10, 4, 2]"
