dataset,tipo,tecnica,densidad,riesgo,pureza,n_train,n_test,n_features,es_grande,cv_splits,n_iter,modelo,mejor_configuracion,cv_f1_macro,cv_balanced_accuracy,cv_mcc,cv_cohen_kappa,test_f1_macro,test_balanced_accuracy,test_mcc,test_cohen_kappa,cv_gmean_macro,cv_auc_ovr_macro,test_gmean_macro,test_auc_ovr_macro,search_time_sec,n_jobs_search
glass,aumentado,pcsmote,50,75,entropia,268,43,9,False,5,10,LogisticRegression,"{'classifier__C': np.float64(15.741890047456648), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': False, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs', 'classifier__tol': np.float64(0.00020034427927560734)}",0.6724600978997038,0.7247345247345247,0.6090681204356029,0.6009850784519338,0.4965509798843133,0.7063492063492064,0.4160295759222384,0.38491547464239273,0.6606011800881028,,0.008514224854140247,0.8955576581627885,0.22,4
glass,aumentado,pcsmote,50,75,proporcion,171,43,9,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.6295634447015521,0.6813442113442114,0.4703813309280983,0.45251328329580254,0.6,0.7277777777777779,0.4750012445179226,0.4397394136807816,0.5402775054364116,,0.6367732194731706,0.8906530764815037,0.85,4
glass,aumentado,pcsmote,75,25,entropia,230,43,9,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.6369628497601029,0.6853522403522404,0.5308491845879071,0.5163966886392352,0.6275166191832858,0.7634920634920634,0.5425250550877838,0.5136393878908847,0.6180983835510518,,0.6757744745078007,0.8860006407945852,1.233,4
glass,aumentado,pcsmote,75,25,proporcion,171,43,9,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.6295634447015521,0.6813442113442114,0.4703813309280983,0.45251328329580254,0.6,0.7277777777777779,0.4750012445179226,0.4397394136807816,0.5402775054364116,,0.6367732194731706,0.8906530764815037,0.869,4
glass,aumentado,pcsmote,75,50,entropia,230,43,9,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.6268409825778068,0.6762108262108262,0.5151971189520911,0.5005058566090417,0.6286019536019536,0.7634920634920634,0.5495122478266885,0.5171730515191545,0.6034036684232159,,0.6757744745078007,0.8849948936681485,1.253,4
glass,aumentado,pcsmote,75,50,proporcion,171,43,9,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.6295634447015521,0.6813442113442114,0.4703813309280983,0.45251328329580254,0.6,0.7277777777777779,0.4750012445179226,0.4397394136807816,0.5402775054364116,,0.6367732194731706,0.8906530764815037,0.879,4
glass,aumentado,pcsmote,75,75,entropia,230,43,9,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.6369628497601029,0.6853522403522404,0.5308491845879071,0.5163966886392352,0.6275166191832858,0.7634920634920634,0.5425250550877838,0.5136393878908847,0.6180983835510518,,0.6757744745078007,0.8858159117305459,1.24,4
glass,aumentado,pcsmote,75,75,proporcion,171,43,9,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.6295634447015521,0.6813442113442114,0.4703813309280983,0.45251328329580254,0.6,0.7277777777777779,0.4750012445179226,0.4397394136807816,0.5402775054364116,,0.6367732194731706,0.8906530764815037,0.847,4
heart,aumentado,pcsmote,25,25,entropia,536,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.5324067156587653,0.5494695970695971,0.4508242067347651,0.445971643744201,0.3580952380952381,0.3756764069264069,0.35113064051654785,0.3491864831038799,0.49583682721497657,,0.31559564619596153,0.7865603221405019,0.197,4
heart,aumentado,pcsmote,25,25,proporcion,444,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.35849855803404745), 'classifier__class_weight': None, 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00022941144328643973)}",0.5695166537774992,0.5802520146520147,0.6250621561230801,0.6206664847283732,0.38610644257703075,0.3952922077922078,0.4100865221108408,0.40271493212669673,0.003014372916784604,,0.0019449144311495883,0.7860537279934092,1.974,4
heart,aumentado,pcsmote,25,50,entropia,536,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.5267055657190145,0.5433597069597069,0.4435155251046239,0.43881097104459155,0.4354166666666667,0.45100108225108226,0.4151428305472332,0.4142614601018676,0.49093813752524873,,0.38399427520473434,0.8059245080739709,0.187,4
heart,aumentado,pcsmote,25,50,proporcion,444,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.35849855803404745), 'classifier__class_weight': None, 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00022941144328643973)}",0.5493509831500957,0.5605567765567766,0.5971577035538784,0.5906532242425324,0.34925662572721394,0.3667207792207792,0.382822107255043,0.3755656108597284,0.0029153004652039795,,0.001693146353600035,0.7943100874531751,2.003,4
heart,aumentado,pcsmote,25,75,entropia,536,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.5453278008704465,0.5604175824175824,0.4647877709072956,0.4600320073977443,0.3931626107321047,0.4057900432900433,0.38322750249353965,0.38195302843016066,0.5109237213816733,,0.34691467374122237,0.7817670151702462,0.175,4
heart,aumentado,pcsmote,25,75,proporcion,444,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.35849855803404745), 'classifier__class_weight': None, 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00022941144328643973)}",0.5555067709331661,0.5647472527472528,0.6003532764621793,0.5966052101798349,0.353454204072053,0.3667207792207792,0.3845645127360543,0.3803322855859901,0.0029530370397449967,,0.001693146353600035,0.7821376616646779,1.967,4
heart,aumentado,pcsmote,50,25,entropia,536,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.5324067156587653,0.5494695970695971,0.4508242067347651,0.445971643744201,0.3580952380952381,0.3756764069264069,0.35113064051654785,0.3491864831038799,0.49583682721497657,,0.31559564619596153,0.7865603221405019,0.176,4
heart,aumentado,pcsmote,50,25,proporcion,444,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.35849855803404745), 'classifier__class_weight': None, 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00022941144328643973)}",0.5695166537774992,0.5802520146520147,0.6250621561230801,0.6206664847283732,0.38610644257703075,0.3952922077922078,0.4100865221108408,0.40271493212669673,0.003014372916784604,,0.0019449144311495883,0.7860537279934092,2.004,4
heart,aumentado,pcsmote,50,50,entropia,536,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.5267055657190145,0.5433597069597069,0.4435155251046239,0.43881097104459155,0.4354166666666667,0.45100108225108226,0.4151428305472332,0.4142614601018676,0.49093813752524873,,0.38399427520473434,0.8059245080739709,0.174,4
heart,aumentado,pcsmote,50,50,proporcion,444,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.35849855803404745), 'classifier__class_weight': None, 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00022941144328643973)}",0.5493509831500957,0.5605567765567766,0.5971577035538784,0.5906532242425324,0.34925662572721394,0.3667207792207792,0.382822107255043,0.3755656108597284,0.0029153004652039795,,0.001693146353600035,0.7943100874531751,2.011,4
heart,aumentado,pcsmote,50,75,entropia,536,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.5453278008704465,0.5604175824175824,0.4647877709072956,0.4600320073977443,0.3931626107321047,0.4057900432900433,0.38322750249353965,0.38195302843016066,0.5109237213816733,,0.34691467374122237,0.7817670151702462,0.177,4
heart,aumentado,pcsmote,50,75,proporcion,444,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.35849855803404745), 'classifier__class_weight': None, 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00022941144328643973)}",0.5555067709331661,0.5647472527472528,0.6003532764621793,0.5966052101798349,0.353454204072053,0.3667207792207792,0.3845645127360543,0.3803322855859901,0.0029530370397449967,,0.001693146353600035,0.7821376616646779,2.119,4
heart,aumentado,pcsmote,75,25,entropia,536,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.5247062718087244,0.5422227106227108,0.4434457059775985,0.43873304547428366,0.2779385964912281,0.2941017316017316,0.24396812014636518,0.24242424242424232,0.4863532104276881,,0.0014772305382528327,0.7651468829459501,0.215,4
heart,aumentado,pcsmote,75,25,proporcion,444,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.35849855803404745), 'classifier__class_weight': None, 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00022941144328643973)}",0.5505379203362551,0.5592234432234433,0.5905034362782959,0.5878756865381332,0.31520847573479155,0.3199675324675324,0.32443334842231425,0.3188010899182562,0.0029412957685806705,,0.001473969511869289,0.800704156658902,2.481,4
heart,aumentado,pcsmote,75,50,entropia,536,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.3811544088653064), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(1.3066739238053272e-05)}",0.5212625564406439,0.5403501831501831,0.44087863431043817,0.43611581638960334,0.3763523391812866,0.4042478354978355,0.36965217478651274,0.3676222596964587,0.47646639100911126,,0.002129887233477663,0.7645682573945891,0.211,4
heart,aumentado,pcsmote,75,50,proporcion,444,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.35849855803404745), 'classifier__class_weight': None, 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00022941144328643973)}",0.5593391454108327,0.5675135531135531,0.6041186837771995,0.5999302449238861,0.30724637681159417,0.3095779220779221,0.327241435374705,0.32401982875169,0.0029776784022817865,,0.001473969511869289,0.7923477598548974,2.13,4
heart,aumentado,pcsmote,75,75,entropia,536,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.35849855803404745), 'classifier__class_weight': None, 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00022941144328643973)}",0.5356150538106539,0.5535091575091575,0.4591733637244298,0.45441036316652106,0.2568086883876357,0.2456168831168831,0.25013812296348337,0.24906132665832292,0.4985386349281923,,7.944942891635909e-06,0.7596279493862484,0.207,4
heart,aumentado,pcsmote,75,75,proporcion,444,60,13,False,5,10,LogisticRegression,"{'classifier__C': np.float64(0.017670169402947963), 'classifier__class_weight': None, 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.00036256176345762266)}",0.5422244314827019,0.5492014652014652,0.5803740771715334,0.5775107395311236,0.33419636046638335,0.3443993506493507,0.3838648168928318,0.379217273954116,0.0028926171909728466,,0.0016089955395155887,0.8237187972560454,2.168,4
shuttle,aumentado,pcsmote,25,25,entropia,211519,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.9777428917132909,0.9789253061007586,0.972616113420453,0.9724299872947852,0.7166257016268055,0.9512495615321737,0.8291093079702856,0.8154930048671858,0.9783957450859764,,0.9473345252627859,0.9960079838980286,37.48,1
shuttle,aumentado,pcsmote,25,25,proporcion,162905,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.9540900455001736,0.9734290273759997,0.9562585882467797,0.9559165377246931,0.729092849935465,0.9263775843545353,0.8130717756698125,0.7961035898646082,0.9726045343938166,,0.9136671095003537,0.9765530209365949,26.384,1
shuttle,aumentado,pcsmote,25,50,entropia,211519,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.9763456822833556,0.9774132729576195,0.9708657001409653,0.9706899578876879,0.7148207674223839,0.9510145218104608,0.826708008497296,0.8127572466507389,0.9768602559284025,,0.9470893134994085,0.9960670860848664,36.004,1
shuttle,aumentado,pcsmote,25,50,proporcion,162905,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.9218883959354713,0.9639954822148078,0.941829042915937,0.9413946948490798,0.7413523360957343,0.9260780021885593,0.8107012495272718,0.7931900344685694,0.9630127362337283,,0.9133693719896073,0.9818662395305469,24.835,1
shuttle,aumentado,pcsmote,25,75,entropia,211519,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.9756608545331127,0.9766141504841044,0.9699405949799189,0.9697832344978268,0.7143669733754121,0.9510145218104608,0.8267169938326326,0.8128000093732636,0.9760547585780563,,0.9470893134994085,0.9960996278466486,35.707,1
shuttle,aumentado,pcsmote,25,75,proporcion,162905,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.9007682011209344,0.9522476870568373,0.9246233980936504,0.9239121435389068,0.7261517943840109,0.9249429506809757,0.8038759833654476,0.785512842926742,0.9507695907979579,,0.9122640587314115,0.985256351247331,25.505,1
shuttle,aumentado,pcsmote,50,25,entropia,211519,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.9777428917132909,0.9789253061007586,0.972616113420453,0.9724299872947852,0.7166257016268055,0.9512495615321737,0.8291093079702856,0.8154930048671858,0.9783957450859764,,0.9473345252627859,0.9960079838980286,35.716,1
shuttle,aumentado,pcsmote,50,25,proporcion,162905,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.9540900455001736,0.9734290273759997,0.9562585882467797,0.9559165377246931,0.729092849935465,0.9263775843545353,0.8130717756698125,0.7961035898646082,0.9726045343938166,,0.9136671095003537,0.9765530209365949,25.767,1
shuttle,aumentado,pcsmote,50,50,entropia,211519,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.9763456822833556,0.9774132729576195,0.9708657001409653,0.9706899578876879,0.7148207674223839,0.9510145218104608,0.826708008497296,0.8127572466507389,0.9768602559284025,,0.9470893134994085,0.9960670860848664,35.644,1
shuttle,aumentado,pcsmote,50,50,proporcion,162905,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.9218883959354713,0.9639954822148078,0.941829042915937,0.9413946948490798,0.7413523360957343,0.9260780021885593,0.8107012495272718,0.7931900344685694,0.9630127362337283,,0.9133693719896073,0.9818662395305469,25.422,1
shuttle,aumentado,pcsmote,50,75,entropia,211519,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.9756608545331127,0.9766141504841044,0.9699405949799189,0.9697832344978268,0.7143669733754121,0.9510145218104608,0.8267169938326326,0.8128000093732636,0.9760547585780563,,0.9470893134994085,0.9960996278466486,35.369,1
shuttle,aumentado,pcsmote,50,75,proporcion,162905,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.9007682011209344,0.9522476870568373,0.9246233980936504,0.9239121435389068,0.7261517943840109,0.9249429506809757,0.8038759833654476,0.785512842926742,0.9507695907979579,,0.9122640587314115,0.985256351247331,25.708,1
shuttle,aumentado,pcsmote,75,25,entropia,182352,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.9081181289272888,0.9839951692364597,0.9749520917783672,0.974756082480808,0.7851338284875873,0.9537652299891454,0.8475600692349942,0.8356676287230003,0.9836436708473513,,0.9498589654657252,0.9966519198924095,28.628,1
shuttle,aumentado,pcsmote,75,25,proporcion,133738,11600,9,True,2,2,LogisticRegression,"{'classifier__C': np.float64(0.8471801418819978), 'classifier__class_weight': 'balanced', 'classifier__dual': False, 'classifier__fit_intercept': True, 'classifier__penalty': 'l2', 'classifier__solver': 'saga', 'classifier__tol': np.float64(0.0015751320499779737)}",0.8726411313366417,0.9094235026583801,0.9588485002777116,0.9583215294448962,0.7196012076746199,0.8601053348403436,0.8610781537933179,0.8513767878143046,0.8719800689694451,,0.83216945996207,0.9670147955329929,58.577,1
